* Disclaimer:
* THIS FILE IS PROVIDED AS IS AND WITH:
* (A) NO WARRANTY OF ANY KIND, express, implied or statutory, including any implied warranties of merchantability, fitness for a particular purpose and noninfringement, which  Infineon disclaims to the maximum extent permitted by applicable law; and
* (B) NO INDEMNIFICATION FOR INFRINGEMENT OF INTELLECTUAL PROPERTY RIGHTS.
* (C) LIMITATION OF LIABILITY: IN NO EVENT SHALL INFINEON BE LIABLE FOR ANY DIRECT, INDIRECT, SPECIAL, INCIDENTAL, OR CONSEQUENTIAL DAMAGES (INCLUDING LOST PROFITS OR SAVINGS) WHATSOEVER, WHETHER BASED ON CONTRACT, TORT OR ANY OTHER LEGAL THEORY, EVEN IF ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.
* © 2020 Infineon Technologies AG. All rights reserved.

* Note:
* The CMOS transistor models used, were freely available models downloaded from: http://ptm.asu.edu.
* The bipolar transistor models are from: The Development of Bipolar Log-Domain Filters in a Standard CMOS Process, G. D. Duerden, G. W. Roberts, M. J. Deen, 2001

* Release:
* 	version 2.0

Tag,Net1,Net2,path,device,terminalA,terminalB
TAG	,	Net1	,	Net2	,	Path	,	Device	,	TerminalA	,	TerminalB
bridge_239	,	VSS!	,	DUT.I10.I164.I140.b	,	DUT.I10.I164.I140.M121	,	nreg	,	s	,	g
bridge_240	,	VSS!	,	DUT.I10.I164.I140.b	,	DUT.I10.I164.I140.M51	,	nreg	,	s	,	g
bridge_241	,	VSS!	,	DUT.I10.I164.I140.net47	,	DUT.I10.I164.I140.M132	,	nreg	,	s	,	d
bridge_242	,	VSS!	,	DUT.I10.I164.I140.a	,	DUT.I10.I164.I140.M45	,	nreg	,	s	,	d
bridge_243	,	VSS!	,	DUT.I10.I164.I140.net49	,	DUT.I10.I164.I140.M128	,	nreg	,	s	,	d
bridge_244	,	VSS!	,	DUT.I10.I164.I140.net38	,	DUT.I10.I164.I140.M120	,	nreg	,	s	,	d
bridge_245	,	VSS!	,	DUT.I10.I164.I140.net36	,	DUT.I10.I164.I140.M51	,	nreg	,	s	,	d
bridge_246	,	VSS!	,	DUT.I10.I164.I139.net52	,	DUT.I10.I164.I139.M121	,	nreg	,	s	,	d
bridge_247	,	VSS!	,	DUT.I10.I164.I139.b	,	DUT.I10.I164.I139.M121	,	nreg	,	s	,	g
bridge_248	,	VSS!	,	DUT.I10.I164.I139.b	,	DUT.I10.I164.I139.M51	,	nreg	,	s	,	g
bridge_249	,	VSS!	,	DUT.I10.I164.I139.net47	,	DUT.I10.I164.I139.M132	,	nreg	,	s	,	d
bridge_250	,	VSS!	,	DUT.I10.I164.I139.a	,	DUT.I10.I164.I139.M45	,	nreg	,	s	,	d
bridge_251	,	VSS!	,	DUT.I10.I164.I139.net49	,	DUT.I10.I164.I139.M128	,	nreg	,	s	,	d
bridge_252	,	VSS!	,	DUT.I10.I164.I139.net38	,	DUT.I10.I164.I139.M120	,	nreg	,	s	,	d
bridge_253	,	VSS!	,	DUT.I10.I164.I139.net36	,	DUT.I10.I164.I139.M51	,	nreg	,	s	,	d
bridge_254	,	VSS!	,	DUT.I10.I164.I138.net52	,	DUT.I10.I164.I138.M121	,	nreg	,	s	,	d
bridge_255	,	VSS!	,	DUT.I10.I164.I138.b	,	DUT.I10.I164.I138.M121	,	nreg	,	s	,	g
bridge_256	,	VSS!	,	DUT.I10.I164.I138.b	,	DUT.I10.I164.I138.M51	,	nreg	,	s	,	g
bridge_257	,	VSS!	,	DUT.I10.I164.I138.net47	,	DUT.I10.I164.I138.M132	,	nreg	,	s	,	d
bridge_258	,	VSS!	,	DUT.I10.I164.I138.a	,	DUT.I10.I164.I138.M45	,	nreg	,	s	,	d
bridge_259	,	VSS!	,	DUT.I10.I164.I138.net49	,	DUT.I10.I164.I138.M128	,	nreg	,	s	,	d
bridge_260	,	VSS!	,	DUT.I10.I164.I138.net38	,	DUT.I10.I164.I138.M120	,	nreg	,	s	,	d
bridge_261	,	VSS!	,	DUT.I10.I164.I138.net36	,	DUT.I10.I164.I138.M51	,	nreg	,	s	,	d
bridge_262	,	VSS!	,	DUT.I10.I163.net9	,	DUT.I10.I163.I146.ntrans11	,	nreg	,	s	,	d
bridge_263	,	VSS!	,	DUT.I10.I163.net9	,	DUT.I10.I163.I141.M132	,	nreg	,	s	,	g
bridge_264	,	VSS!	,	DUT.I10.I163.net9	,	DUT.I10.I163.I141.M128	,	nreg	,	s	,	g
bridge_265	,	VSS!	,	DUT.I10.I163.net9	,	DUT.I10.I163.I141.M120	,	nreg	,	s	,	g
bridge_266	,	VSS!	,	DUT.I10.I163.net9	,	DUT.I10.I163.I139.M132	,	nreg	,	s	,	g
bridge_267	,	VSS!	,	DUT.I10.I163.net9	,	DUT.I10.I163.I139.M128	,	nreg	,	s	,	g
bridge_268	,	VSS!	,	DUT.I10.I163.net9	,	DUT.I10.I163.I139.M120	,	nreg	,	s	,	g
bridge_269	,	VSS!	,	DUT.I10.I163.net20	,	DUT.I10.I163.I0.ntrans22	,	nreg	,	s	,	d
bridge_270	,	VSS!	,	DUT.I10.I163.net20	,	DUT.I10.I163.I140.M45	,	nreg	,	s	,	g
bridge_271	,	VSS!	,	DUT.I10.I163.net010	,	DUT.I10.I163.I139.M54	,	nreg	,	s	,	g
bridge_272	,	VSS!	,	DUT.I10.I163.net13	,	DUT.I10.I163.I160.ntrans20	,	nreg	,	s	,	g
bridge_273	,	VSS!	,	DUT.I10.I163.net13	,	DUT.I10.I163.I141.M54	,	nreg	,	s	,	g
bridge_274	,	VSS!	,	DUT.I10.I163.net18	,	DUT.I10.I163.I160.ntrans22	,	nreg	,	s	,	d
bridge_275	,	VSS!	,	DUT.I10.I163.net18	,	DUT.I10.I163.I138.M45	,	nreg	,	s	,	g
bridge_276	,	VSS!	,	DUT.I10.I163.net19	,	DUT.I10.I163.I153.ntrans22	,	nreg	,	s	,	d
bridge_277	,	VSS!	,	DUT.I10.I163.net19	,	DUT.I10.I163.I141.M45	,	nreg	,	s	,	g
bridge_278	,	VSS!	,	DUT.I10.I163.net22	,	DUT.I10.I163.I141.M54	,	nreg	,	s	,	d
bridge_279	,	VSS!	,	DUT.I10.I163.net23	,	DUT.I10.I163.I140.M54	,	nreg	,	s	,	g
bridge_280	,	VSS!	,	DUT.I10.I163.net14	,	DUT.I10.I163.I139.M45	,	nreg	,	s	,	g
bridge_281	,	VSS!	,	DUT.I10.I163.net14	,	DUT.I10.I163.I138.M54	,	nreg	,	s	,	d
bridge_282	,	VSS!	,	DUT.I10.I163.net24	,	DUT.I10.I163.I138.M54	,	nreg	,	s	,	g
bridge_283	,	VSS!	,	DUT.I10.I163.I0.net39	,	DUT.I10.I163.I0.ntrans22	,	nreg	,	s	,	g
bridge_284	,	VSS!	,	DUT.I10.I163.I0.net32	,	DUT.I10.I163.I0.ntrans20	,	nreg	,	s	,	d
bridge_285	,	VSS!	,	DUT.I10.I163.I160.net39	,	DUT.I10.I163.I160.ntrans22	,	nreg	,	s	,	g
bridge_286	,	VSS!	,	DUT.I10.I163.I160.net32	,	DUT.I10.I163.I160.ntrans20	,	nreg	,	s	,	d
bridge_287	,	VSS!	,	DUT.I10.I163.I153.net39	,	DUT.I10.I163.I153.ntrans22	,	nreg	,	s	,	g
bridge_288	,	VSS!	,	DUT.I10.I163.I153.net32	,	DUT.I10.I163.I153.ntrans20	,	nreg	,	s	,	d
bridge_289	,	VSS!	,	DUT.I10.I163.I141.net52	,	DUT.I10.I163.I141.M121	,	nreg	,	s	,	d
bridge_290	,	VSS!	,	DUT.I10.I163.I141.b	,	DUT.I10.I163.I141.M121	,	nreg	,	s	,	g
bridge_291	,	VSS!	,	DUT.I10.I163.I141.b	,	DUT.I10.I163.I141.M51	,	nreg	,	s	,	g
bridge_292	,	VSS!	,	DUT.I10.I163.I141.net47	,	DUT.I10.I163.I141.M132	,	nreg	,	s	,	d
bridge_293	,	VSS!	,	DUT.I10.I163.I141.a	,	DUT.I10.I163.I141.M45	,	nreg	,	s	,	d
bridge_294	,	VSS!	,	DUT.I10.I163.I141.net49	,	DUT.I10.I163.I141.M128	,	nreg	,	s	,	d
bridge_295	,	VSS!	,	DUT.I10.I163.I141.net38	,	DUT.I10.I163.I141.M120	,	nreg	,	s	,	d
bridge_296	,	VSS!	,	DUT.I10.I163.I141.net36	,	DUT.I10.I163.I141.M51	,	nreg	,	s	,	d
bridge_297	,	VSS!	,	DUT.I10.I163.I140.net52	,	DUT.I10.I163.I140.M121	,	nreg	,	s	,	d
bridge_298	,	VSS!	,	DUT.I10.I163.I140.b	,	DUT.I10.I163.I140.M121	,	nreg	,	s	,	g
bridge_299	,	VSS!	,	DUT.I10.I163.I140.b	,	DUT.I10.I163.I140.M51	,	nreg	,	s	,	g
bridge_300	,	VSS!	,	DUT.I10.I163.I140.net47	,	DUT.I10.I163.I140.M132	,	nreg	,	s	,	d
bridge_301	,	VSS!	,	DUT.I10.I163.I140.a	,	DUT.I10.I163.I140.M45	,	nreg	,	s	,	d
bridge_302	,	VSS!	,	DUT.I10.I163.I140.net49	,	DUT.I10.I163.I140.M128	,	nreg	,	s	,	d
bridge_303	,	VSS!	,	DUT.I10.I163.I140.net38	,	DUT.I10.I163.I140.M120	,	nreg	,	s	,	d
bridge_304	,	VSS!	,	DUT.I10.I163.I140.net36	,	DUT.I10.I163.I140.M51	,	nreg	,	s	,	d
bridge_305	,	VSS!	,	DUT.I10.I163.I139.net52	,	DUT.I10.I163.I139.M121	,	nreg	,	s	,	d
bridge_306	,	VSS!	,	DUT.I10.I163.I139.b	,	DUT.I10.I163.I139.M121	,	nreg	,	s	,	g
bridge_307	,	VSS!	,	DUT.I10.I163.I139.b	,	DUT.I10.I163.I139.M51	,	nreg	,	s	,	g
bridge_308	,	VSS!	,	DUT.I10.I163.I139.net47	,	DUT.I10.I163.I139.M132	,	nreg	,	s	,	d
bridge_309	,	VSS!	,	DUT.I10.I163.I139.a	,	DUT.I10.I163.I139.M45	,	nreg	,	s	,	d
bridge_310	,	VSS!	,	DUT.I10.I163.I139.net49	,	DUT.I10.I163.I139.M128	,	nreg	,	s	,	d
bridge_311	,	VSS!	,	DUT.I10.I163.I139.net38	,	DUT.I10.I163.I139.M120	,	nreg	,	s	,	d
bridge_312	,	VSS!	,	DUT.I10.I163.I139.net36	,	DUT.I10.I163.I139.M51	,	nreg	,	s	,	d
bridge_313	,	VSS!	,	DUT.I10.I163.I138.net52	,	DUT.I10.I163.I138.M121	,	nreg	,	s	,	d
bridge_314	,	VSS!	,	DUT.I10.I163.I138.b	,	DUT.I10.I163.I138.M121	,	nreg	,	s	,	g
bridge_315	,	VSS!	,	DUT.I10.I163.I138.b	,	DUT.I10.I163.I138.M51	,	nreg	,	s	,	g
bridge_316	,	VSS!	,	DUT.I10.I163.I138.net47	,	DUT.I10.I163.I138.M132	,	nreg	,	s	,	d
bridge_317	,	VSS!	,	DUT.I10.I163.I138.a	,	DUT.I10.I163.I138.M45	,	nreg	,	s	,	d
bridge_318	,	VSS!	,	DUT.I10.I163.I138.net49	,	DUT.I10.I163.I138.M128	,	nreg	,	s	,	d
bridge_319	,	VSS!	,	DUT.I10.I163.I138.net38	,	DUT.I10.I163.I138.M120	,	nreg	,	s	,	d
bridge_320	,	VSS!	,	DUT.I10.I163.I138.net36	,	DUT.I10.I163.I138.M51	,	nreg	,	s	,	d
bridge_321	,	VSS!	,	DUT.I10.I162.net9	,	DUT.I10.I162.I146.ntrans11	,	nreg	,	s	,	d
bridge_322	,	VSS!	,	DUT.I10.I162.net9	,	DUT.I10.I162.I141.M132	,	nreg	,	s	,	g
bridge_323	,	VSS!	,	DUT.I10.I162.net9	,	DUT.I10.I162.I141.M128	,	nreg	,	s	,	g
bridge_324	,	VSS!	,	DUT.I10.I162.net9	,	DUT.I10.I162.I141.M120	,	nreg	,	s	,	g
bridge_325	,	VSS!	,	DUT.I10.I162.net9	,	DUT.I10.I162.I139.M132	,	nreg	,	s	,	g
bridge_326	,	VSS!	,	DUT.I10.I162.net9	,	DUT.I10.I162.I139.M128	,	nreg	,	s	,	g
bridge_327	,	VSS!	,	DUT.I10.I162.net9	,	DUT.I10.I162.I139.M120	,	nreg	,	s	,	g
bridge_328	,	VSS!	,	DUT.I10.I162.net20	,	DUT.I10.I162.I0.ntrans22	,	nreg	,	s	,	d
bridge_329	,	VSS!	,	DUT.I10.I162.net20	,	DUT.I10.I162.I140.M45	,	nreg	,	s	,	g
bridge_330	,	VSS!	,	DUT.I10.I162.net010	,	DUT.I10.I162.I139.M54	,	nreg	,	s	,	g
bridge_331	,	VSS!	,	DUT.I10.I162.net13	,	DUT.I10.I162.I160.ntrans20	,	nreg	,	s	,	g
bridge_332	,	VSS!	,	DUT.I10.I162.net13	,	DUT.I10.I162.I141.M54	,	nreg	,	s	,	g
bridge_333	,	VSS!	,	DUT.I10.I162.net18	,	DUT.I10.I162.I160.ntrans22	,	nreg	,	s	,	d
bridge_334	,	VSS!	,	DUT.I10.I162.net18	,	DUT.I10.I162.I138.M45	,	nreg	,	s	,	g
bridge_335	,	VSS!	,	DUT.I10.I162.net19	,	DUT.I10.I162.I153.ntrans22	,	nreg	,	s	,	d
bridge_336	,	VSS!	,	DUT.I10.I162.net19	,	DUT.I10.I162.I141.M45	,	nreg	,	s	,	g
bridge_337	,	VSS!	,	DUT.I10.I162.net22	,	DUT.I10.I162.I141.M54	,	nreg	,	s	,	d
bridge_338	,	VSS!	,	DUT.I10.I162.net23	,	DUT.I10.I162.I140.M54	,	nreg	,	s	,	g
bridge_339	,	VSS!	,	DUT.I10.I162.net14	,	DUT.I10.I162.I139.M45	,	nreg	,	s	,	g
bridge_340	,	VSS!	,	DUT.I10.I162.net14	,	DUT.I10.I162.I138.M54	,	nreg	,	s	,	d
bridge_341	,	VSS!	,	DUT.I10.I162.net24	,	DUT.I10.I162.I138.M54	,	nreg	,	s	,	g
bridge_342	,	VSS!	,	DUT.I10.I162.I0.net39	,	DUT.I10.I162.I0.ntrans22	,	nreg	,	s	,	g
bridge_343	,	VSS!	,	DUT.I10.I162.I0.net32	,	DUT.I10.I162.I0.ntrans20	,	nreg	,	s	,	d
bridge_344	,	VSS!	,	DUT.I10.I162.I160.net39	,	DUT.I10.I162.I160.ntrans22	,	nreg	,	s	,	g
bridge_345	,	VSS!	,	DUT.I10.I162.I160.net32	,	DUT.I10.I162.I160.ntrans20	,	nreg	,	s	,	d
bridge_346	,	VSS!	,	DUT.I10.I162.I153.net39	,	DUT.I10.I162.I153.ntrans22	,	nreg	,	s	,	g
bridge_347	,	VSS!	,	DUT.I10.I162.I153.net32	,	DUT.I10.I162.I153.ntrans20	,	nreg	,	s	,	d
bridge_348	,	VSS!	,	DUT.I10.I162.I141.net52	,	DUT.I10.I162.I141.M121	,	nreg	,	s	,	d
bridge_349	,	VSS!	,	DUT.I10.I162.I141.b	,	DUT.I10.I162.I141.M121	,	nreg	,	s	,	g
bridge_350	,	VSS!	,	DUT.I10.I162.I141.b	,	DUT.I10.I162.I141.M51	,	nreg	,	s	,	g
bridge_351	,	VSS!	,	DUT.I10.I162.I141.net47	,	DUT.I10.I162.I141.M132	,	nreg	,	s	,	d
bridge_352	,	VSS!	,	DUT.I10.I162.I141.a	,	DUT.I10.I162.I141.M45	,	nreg	,	s	,	d
bridge_353	,	VSS!	,	DUT.I10.I162.I141.net49	,	DUT.I10.I162.I141.M128	,	nreg	,	s	,	d
bridge_354	,	VSS!	,	DUT.I10.I162.I141.net38	,	DUT.I10.I162.I141.M120	,	nreg	,	s	,	d
bridge_355	,	VSS!	,	DUT.I10.I162.I141.net36	,	DUT.I10.I162.I141.M51	,	nreg	,	s	,	d
bridge_356	,	VSS!	,	DUT.I10.I162.I140.net52	,	DUT.I10.I162.I140.M121	,	nreg	,	s	,	d
bridge_357	,	VSS!	,	DUT.I10.I162.I140.b	,	DUT.I10.I162.I140.M121	,	nreg	,	s	,	g
bridge_358	,	VSS!	,	DUT.I10.I162.I140.b	,	DUT.I10.I162.I140.M51	,	nreg	,	s	,	g
bridge_359	,	VSS!	,	DUT.I10.I162.I140.net47	,	DUT.I10.I162.I140.M132	,	nreg	,	s	,	d
bridge_360	,	VSS!	,	DUT.I10.I162.I140.a	,	DUT.I10.I162.I140.M45	,	nreg	,	s	,	d
bridge_361	,	VSS!	,	DUT.I10.I162.I140.net49	,	DUT.I10.I162.I140.M128	,	nreg	,	s	,	d
bridge_362	,	VSS!	,	DUT.I10.I162.I140.net38	,	DUT.I10.I162.I140.M120	,	nreg	,	s	,	d
bridge_363	,	VSS!	,	DUT.I10.I162.I140.net36	,	DUT.I10.I162.I140.M51	,	nreg	,	s	,	d
bridge_364	,	VSS!	,	DUT.I10.I162.I139.net52	,	DUT.I10.I162.I139.M121	,	nreg	,	s	,	d
bridge_365	,	VSS!	,	DUT.I10.I162.I139.b	,	DUT.I10.I162.I139.M121	,	nreg	,	s	,	g
bridge_366	,	VSS!	,	DUT.I10.I162.I139.b	,	DUT.I10.I162.I139.M51	,	nreg	,	s	,	g
bridge_367	,	VSS!	,	DUT.I10.I162.I139.net47	,	DUT.I10.I162.I139.M132	,	nreg	,	s	,	d
bridge_368	,	VSS!	,	DUT.I10.I162.I139.a	,	DUT.I10.I162.I139.M45	,	nreg	,	s	,	d
bridge_369	,	VSS!	,	DUT.I10.I162.I139.net49	,	DUT.I10.I162.I139.M128	,	nreg	,	s	,	d
bridge_370	,	VSS!	,	DUT.I10.I162.I139.net38	,	DUT.I10.I162.I139.M120	,	nreg	,	s	,	d
bridge_371	,	VSS!	,	DUT.I10.I162.I139.net36	,	DUT.I10.I162.I139.M51	,	nreg	,	s	,	d
bridge_372	,	VSS!	,	DUT.I10.I162.I138.net52	,	DUT.I10.I162.I138.M121	,	nreg	,	s	,	d
bridge_373	,	VSS!	,	DUT.I10.I162.I138.b	,	DUT.I10.I162.I138.M121	,	nreg	,	s	,	g
bridge_374	,	VSS!	,	DUT.I10.I162.I138.b	,	DUT.I10.I162.I138.M51	,	nreg	,	s	,	g
bridge_375	,	VSS!	,	DUT.I10.I162.I138.net47	,	DUT.I10.I162.I138.M132	,	nreg	,	s	,	d
bridge_376	,	VSS!	,	DUT.I10.I162.I138.a	,	DUT.I10.I162.I138.M45	,	nreg	,	s	,	d
bridge_377	,	VSS!	,	DUT.I10.I162.I138.net49	,	DUT.I10.I162.I138.M128	,	nreg	,	s	,	d
bridge_378	,	VSS!	,	DUT.I10.I162.I138.net38	,	DUT.I10.I162.I138.M120	,	nreg	,	s	,	d
bridge_379	,	VSS!	,	DUT.I10.I162.I138.net36	,	DUT.I10.I162.I138.M51	,	nreg	,	s	,	d
bridge_380	,	VSS!	,	DUT.I10.I170.net9	,	DUT.I10.I170.I146.ntrans11	,	nreg	,	s	,	d
bridge_381	,	VSS!	,	DUT.I10.I170.net9	,	DUT.I10.I170.I141.M132	,	nreg	,	s	,	g
bridge_382	,	VSS!	,	DUT.I10.I170.net9	,	DUT.I10.I170.I141.M128	,	nreg	,	s	,	g
bridge_383	,	VSS!	,	DUT.I10.I170.net9	,	DUT.I10.I170.I141.M120	,	nreg	,	s	,	g
bridge_384	,	VSS!	,	DUT.I10.I170.net9	,	DUT.I10.I170.I139.M132	,	nreg	,	s	,	g
bridge_385	,	VSS!	,	DUT.I10.I170.net9	,	DUT.I10.I170.I139.M128	,	nreg	,	s	,	g
bridge_386	,	VSS!	,	DUT.I10.I170.net9	,	DUT.I10.I170.I139.M120	,	nreg	,	s	,	g
bridge_387	,	VSS!	,	DUT.I10.I170.net20	,	DUT.I10.I170.I0.ntrans22	,	nreg	,	s	,	d
bridge_388	,	VSS!	,	DUT.I10.I170.net20	,	DUT.I10.I170.I140.M45	,	nreg	,	s	,	g
bridge_389	,	VSS!	,	DUT.I10.I170.net010	,	DUT.I10.I170.I139.M54	,	nreg	,	s	,	g
bridge_390	,	VSS!	,	DUT.I10.I170.net13	,	DUT.I10.I170.I160.ntrans20	,	nreg	,	s	,	g
bridge_391	,	VSS!	,	DUT.I10.I170.net13	,	DUT.I10.I170.I141.M54	,	nreg	,	s	,	g
bridge_392	,	VSS!	,	DUT.I10.I170.net18	,	DUT.I10.I170.I160.ntrans22	,	nreg	,	s	,	d
bridge_393	,	VSS!	,	DUT.I10.I170.net18	,	DUT.I10.I170.I138.M45	,	nreg	,	s	,	g
bridge_394	,	VSS!	,	DUT.I10.I170.net19	,	DUT.I10.I170.I153.ntrans22	,	nreg	,	s	,	d
bridge_395	,	VSS!	,	DUT.I10.I170.net19	,	DUT.I10.I170.I141.M45	,	nreg	,	s	,	g
bridge_396	,	VSS!	,	DUT.I10.I170.net22	,	DUT.I10.I170.I141.M54	,	nreg	,	s	,	d
bridge_397	,	VSS!	,	DUT.I10.I170.net23	,	DUT.I10.I170.I140.M54	,	nreg	,	s	,	g
bridge_398	,	VSS!	,	DUT.I10.I170.net14	,	DUT.I10.I170.I139.M45	,	nreg	,	s	,	g
bridge_399	,	VSS!	,	DUT.I10.I170.net14	,	DUT.I10.I170.I138.M54	,	nreg	,	s	,	d
bridge_400	,	VSS!	,	DUT.I10.I170.net24	,	DUT.I10.I170.I138.M54	,	nreg	,	s	,	g
bridge_401	,	VSS!	,	DUT.I10.I170.I0.net39	,	DUT.I10.I170.I0.ntrans22	,	nreg	,	s	,	g
bridge_402	,	VSS!	,	DUT.I10.I170.I0.net32	,	DUT.I10.I170.I0.ntrans20	,	nreg	,	s	,	d
bridge_403	,	VSS!	,	DUT.I10.I170.I160.net39	,	DUT.I10.I170.I160.ntrans22	,	nreg	,	s	,	g
bridge_404	,	VSS!	,	DUT.I10.I170.I160.net32	,	DUT.I10.I170.I160.ntrans20	,	nreg	,	s	,	d
bridge_405	,	VSS!	,	DUT.I10.I170.I153.net39	,	DUT.I10.I170.I153.ntrans22	,	nreg	,	s	,	g
bridge_406	,	VSS!	,	DUT.I10.I170.I153.net32	,	DUT.I10.I170.I153.ntrans20	,	nreg	,	s	,	d
bridge_407	,	VSS!	,	DUT.I10.I170.I141.net52	,	DUT.I10.I170.I141.M121	,	nreg	,	s	,	d
bridge_408	,	VSS!	,	DUT.I10.I170.I141.b	,	DUT.I10.I170.I141.M121	,	nreg	,	s	,	g
bridge_409	,	VSS!	,	DUT.I10.I170.I141.b	,	DUT.I10.I170.I141.M51	,	nreg	,	s	,	g
bridge_410	,	VSS!	,	DUT.I10.I170.I141.net47	,	DUT.I10.I170.I141.M132	,	nreg	,	s	,	d
bridge_411	,	VSS!	,	DUT.I10.I170.I141.a	,	DUT.I10.I170.I141.M45	,	nreg	,	s	,	d
bridge_412	,	VSS!	,	DUT.I10.I170.I141.net49	,	DUT.I10.I170.I141.M128	,	nreg	,	s	,	d
bridge_413	,	VSS!	,	DUT.I10.I170.I141.net38	,	DUT.I10.I170.I141.M120	,	nreg	,	s	,	d
bridge_414	,	VSS!	,	DUT.I10.I170.I141.net36	,	DUT.I10.I170.I141.M51	,	nreg	,	s	,	d
bridge_415	,	VSS!	,	DUT.I10.I170.I140.net52	,	DUT.I10.I170.I140.M121	,	nreg	,	s	,	d
bridge_416	,	VSS!	,	DUT.I10.I170.I140.b	,	DUT.I10.I170.I140.M121	,	nreg	,	s	,	g
bridge_417	,	VSS!	,	DUT.I10.I170.I140.b	,	DUT.I10.I170.I140.M51	,	nreg	,	s	,	g
bridge_418	,	VSS!	,	DUT.I10.I170.I140.net47	,	DUT.I10.I170.I140.M132	,	nreg	,	s	,	d
bridge_419	,	VSS!	,	DUT.I10.I170.I140.a	,	DUT.I10.I170.I140.M45	,	nreg	,	s	,	d
bridge_420	,	VSS!	,	DUT.I10.I170.I140.net49	,	DUT.I10.I170.I140.M128	,	nreg	,	s	,	d
bridge_421	,	VSS!	,	DUT.I10.I170.I140.net38	,	DUT.I10.I170.I140.M120	,	nreg	,	s	,	d
bridge_422	,	VSS!	,	DUT.I10.I170.I140.net36	,	DUT.I10.I170.I140.M51	,	nreg	,	s	,	d
bridge_423	,	VSS!	,	DUT.I10.I170.I139.net52	,	DUT.I10.I170.I139.M121	,	nreg	,	s	,	d
bridge_424	,	VSS!	,	DUT.I10.I170.I139.b	,	DUT.I10.I170.I139.M121	,	nreg	,	s	,	g
bridge_425	,	VSS!	,	DUT.I10.I170.I139.b	,	DUT.I10.I170.I139.M51	,	nreg	,	s	,	g
bridge_426	,	VSS!	,	DUT.I10.I170.I139.net47	,	DUT.I10.I170.I139.M132	,	nreg	,	s	,	d
bridge_427	,	VSS!	,	DUT.I10.I170.I139.a	,	DUT.I10.I170.I139.M45	,	nreg	,	s	,	d
bridge_428	,	VSS!	,	DUT.I10.I170.I139.net49	,	DUT.I10.I170.I139.M128	,	nreg	,	s	,	d
bridge_429	,	VSS!	,	DUT.I10.I170.I139.net38	,	DUT.I10.I170.I139.M120	,	nreg	,	s	,	d
bridge_430	,	VSS!	,	DUT.I10.I170.I139.net36	,	DUT.I10.I170.I139.M51	,	nreg	,	s	,	d
bridge_431	,	VSS!	,	DUT.I10.I170.I138.net52	,	DUT.I10.I170.I138.M121	,	nreg	,	s	,	d
bridge_432	,	VSS!	,	DUT.I10.I170.I138.b	,	DUT.I10.I170.I138.M121	,	nreg	,	s	,	g
bridge_433	,	VSS!	,	DUT.I10.I170.I138.b	,	DUT.I10.I170.I138.M51	,	nreg	,	s	,	g
bridge_434	,	VSS!	,	DUT.I10.I170.I138.net47	,	DUT.I10.I170.I138.M132	,	nreg	,	s	,	d
bridge_435	,	VSS!	,	DUT.I10.I170.I138.a	,	DUT.I10.I170.I138.M45	,	nreg	,	s	,	d
bridge_436	,	VSS!	,	DUT.I10.I170.I138.net49	,	DUT.I10.I170.I138.M128	,	nreg	,	s	,	d
bridge_437	,	VSS!	,	DUT.I10.I170.I138.net38	,	DUT.I10.I170.I138.M120	,	nreg	,	s	,	d
bridge_438	,	VSS!	,	DUT.I10.I170.I138.net36	,	DUT.I10.I170.I138.M51	,	nreg	,	s	,	d
bridge_439	,	VSS!	,	DUT.I10.I150.net7	,	DUT.I10.I150.M84	,	preg	,	d	,	g
bridge_440	,	VSS!	,	DUT.I10.I150.net7	,	DUT.I10.I150.M0	,	nreg	,	s	,	g
bridge_441	,	VSS!	,	DUT.I10.I150.net12	,	DUT.I10.I150.M90	,	preg	,	d	,	s
bridge_442	,	VSS!	,	DUT.I10.I150.net6	,	DUT.I10.I150.M84	,	preg	,	d	,	s
bridge_443	,	VSS!	,	DUT.I10.I150.net10	,	DUT.I10.I150.M0	,	nreg	,	s	,	d
bridge_444	,	VSS!	,	DUT.I10.I150.net4	,	DUT.I10.I150.M82	,	nreg	,	s	,	d
bridge_445	,	VSS!	,	DUT.I10.I22.net26	,	DUT.I10.I22.ntrans27	,	nreg	,	s	,	d
bridge_446	,	VSS!	,	DUT.I10.I22.net26	,	DUT.I10.I22.ntrans26	,	nreg	,	s	,	d
bridge_447	,	VSS!	,	DUT.I10.I22.net26	,	DUT.I10.I22.ntrans25	,	nreg	,	s	,	g
bridge_448	,	VSS!	,	DUT.I10.I171.net26	,	DUT.I10.I171.ntrans27	,	nreg	,	s	,	d
bridge_449	,	VSS!	,	DUT.I10.I171.net26	,	DUT.I10.I171.ntrans26	,	nreg	,	s	,	d
bridge_450	,	VSS!	,	DUT.I10.I171.net26	,	DUT.I10.I171.ntrans25	,	nreg	,	s	,	g
bridge_451	,	VSS!	,	DUT.I10.I24.net26	,	DUT.I10.I24.ntrans27	,	nreg	,	s	,	d
bridge_452	,	VSS!	,	DUT.I10.I24.net26	,	DUT.I10.I24.ntrans26	,	nreg	,	s	,	d
bridge_453	,	VSS!	,	DUT.I10.I24.net26	,	DUT.I10.I24.ntrans25	,	nreg	,	s	,	g
bridge_454	,	VSS!	,	DUT.I12.net7	,	DUT.I12.M84	,	preg	,	d	,	g
